Index,title,Description,tag_list,Start Date,start Time,End Time,End Date,Durations,Online Event?,locations,website,ticket,img_src,Link to page
0,Monster Spectacular - OTTAWA,"For complete presale listings please visit the applicable event page on canadiantirecentre.comSale Dates and Times:Public Onsale : Mon, 2 Dec 2019 at 10:00 AMCanadian Tire Centre Insider Presale : Thu, 28 Nov 2019 at 10:00 AMFamily Day Savings : Thu, 13 Feb 2020 at 10:00 AM",['Sports'],"urday, 28 May 2022 ", 19:00 EDT,NO,No,Yes,"Canadian Tire Centre1000 Palladium Drive, Ottawa, ON, Canada K2V 1A5","Canadian Tire Centre1000 Palladium Drive, Ottawa, ON, Canada K2V 1A5",No website link,via Ticketmaster,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/s640x640/84485452_3015201801844665_7205491934704435200_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=B7FlowNMGN0AX8JTQ5C&_nc_ht=scontent.fdel11-2.fna&oh=3ef7c6900c78b42f63fd274e7af4b05f&oe=61BFF3DE,https://www.facebook.com/events/2417884688430144/
0,Afrofest Ottawa 2021,"AfroFest Ottawa is a free, yearly Music and Arts festival that showcases the best of African culture and entertainment in the nation’s Capital.This festival gives all Canadians a chance to experience the beauty and wonder of African culture and expression. It promotes a sense of integration and representation for African Canadians, and celebrates a culture that is often misunderstood or undervalued.This festival highlights local artists who struggle to find opportunities to showcase themselves in the Ottawa music scene, and provides artisans of African fashion, goods and crafts with a chance to display their wares.There is also a place for authentic African cuisine food vendors and restaurants to promote their businesses, sample and sell their food.With live performances from both local and international artists, children's activities and fashion shows, this is a festival the whole family can enjoy.Last year was our first edition and because of the restrictions due to COVID-19, we had to produce an online festival.This year, we are happy to announce that we will be hosting a in person festival at our well known beach in OTTAWA ""Mooney's Bay"" on September 4TH and 5TH.Come have fun while discovering local talents and diverse African culture at our free festival.THIS IS A FREE FESTIVAL BUT PLEASE WATCH OUT FOR THE FREE TICKET LINK SO YOU CAN YOUR FREE TICKET TO THE FESTIVAL!!PS: If for any reason, social gathering can't be happening on these dates, we will make sure to inform you in advance. ","['Art', 'Online']", 22:00 – 6 Sep , 07:00 UTC+06about 2 months ago,NO,No,Yes,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p235x350/239290140_137859465198361_750061630231915947_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=DRPsHr4XuKkAX-jkyHH&_nc_ht=scontent.fdel11-1.fna&oh=519987534f345ddead8cd66305b5cf56&oe=619E6EA7,https://www.facebook.com/events/316330330276662/
0,Classified - Ottawa,Live in Ottawa at Bronson Centre19+,['Music'],"clockFriday, 26 November 2021 ", 19:00 ESTNext Week · -5–2°C Snow Showers,NO,No,Yes,"Bronson Centre211 Bronson Ave, Ottawa, ON, Canada K1R 6H5","Bronson Centre211 Bronson Ave, Ottawa, ON, Canada K1R 6H5",No website link,www.showclix.com/event/classified-bronson/listing,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p235x350/235965940_370724267757215_2521092115467963324_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=b386c4&_nc_ohc=w7va1S7kDHYAX9wwIu9&_nc_ht=scontent.fdel11-2.fna&oh=9a2b601804b41aa426b60b67083cc796&oe=619D2515,https://www.facebook.com/events/870367366957096/
0,Ottawa Comiccon 2021,"* En français, défiler vers le bas*Ottawa Comiccon is a pop-culture fan convention that showcases artists and products from entertainment genres like: Sci-fi, Horror, Anime, Gaming in all its forms, and, of course, bande dessinée and comic books. It features a large array of exhibits with several companies demonstrating their wares and a few vehicles or set pieces from film or television are on display, a shopping experience like no other, aimed at fans that are looking for games, T-Shirts, comics, toys, statues, replicas and more collector items.Fans have the opportunity come to meet their favorite creators from the world of comics get their autographs, buy a sketch or thank them for their work. Additionally, one of the biggest draws, fans get to meet the personalities behind their favorite TV shows and movies. Celebrities participate in autograph sessions, photo opportunities and stage appearances that accommodate between 300 and 2000 fans.Fans are encouraged (but not obliged) to come dressed as their favourite pop culture characters, be they from movies, TV, video games or comics. It culminates at the Masquerade, the big costuming competition that brings in judges from across the globe, over 50 competitors, and close to 2000 fans to cheer them on when they hit the big stage.Over the course of three days, fans are treated to over 50 different panel discussions and workshops that help further promote comics, costuming, gaming and pop culture in general.*En français*Le Comiccon d'Ottawa est un événement destiné aux amateurs de culture populaire à l’occasion duquel ces derniers ont la chance de rencontrer des artistes et de voir un large éventail de produits issus de l’univers du divertissement : science-fiction, horreur, anime, jeux vidéo sous toutes leurs formes et, bien sûr, bandes dessinées et comic books. On y trouve une grande diversité d’exposants, notamment des entreprises qui y présentent leurs marchandises, ainsi que des véhicules ou d’autres éléments marquants de films ou de séries télévisées. Il s’agit d’une occasion unique pour les collectionneurs de trouver le tee-shirt, le comic book, le jouet, la figurine, ou la réplique dont ils rêvent.Les aficionados de comic books et de bandes dessinées ont quant à eux la chance de rencontrer leurs artistes préférés, de demander leur autographe, d’acheter un dessin ou de les remercier pour leur travail. L’un des points marquants de l’événement est certes la possibilité pour les visiteurs de rencontrer les artisans mêmes de leur émission de télé ou de leur film préféré. Les vedettes participent à des séances de photo et de signature d’autographes, et donnent des conférences accueillant de 300 à 2 000 personnes.On encourage les visiteurs (sans les obliger, toutefois) à se costumer sous les traits de leur icône de la culture populaire préférée (cinéma, télé, jeu vidéo ou comic book, par exemple). Le défilé de costumes atteint son apogée lors de la mascarade, grand concours de costumes présidé par des juges venus des quatre coins du monde qui notent plus de 40 concurrents devant les encouragements de près de 2 000 amateurs réunis pour l’occasion.Pendant les trois jours de l’événement, les visiteurs sont invités à plus de 50 groupes de discussion et ateliers visant la promotion des comic books, des costumes, des jeux vidéo et de la culture populaire en général.","['Literature', 'Online']", 12:00 – 12 Sep , 17:00 EDTabout 2 months ago,NO,No,Yes,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/s720x720/180015946_111185871124249_6098774204104786962_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=b386c4&_nc_ohc=nScosounnMwAX-GYg9J&_nc_ht=scontent.fdel11-1.fna&oh=54066fe60861d7aca2cdba9d638a5657&oe=61BE2250,https://www.facebook.com/events/1111894682643321/
0,Leprechaun Stumble - Team 4 - Ottawa,No Description given ,[],"Thursday, 17 March 2022 ", 16:00,20:00 EDT,NO,NO,"Ottawa, Ontario","Ottawa, Ontario",No website link,bit.ly/mattleprechaunstumble,https://scontent.fdel11-1.fna.fbcdn.net/v/t15.5256-10/p526x296/81718888_2738494752936398_2813487695261597696_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=ed1892&_nc_ohc=oCt09rtrpswAX9QGBlp&_nc_ht=scontent.fdel11-1.fna&oh=df926e3303e3da40e00e40ca1e727cf3&oe=619E190A,https://www.facebook.com/events/487462545410795/
0,Ottawa & District Labour Council,"5 FilmsDo Nothing And Do it WellThe true story of Melbourne's radical Chinese cabinetmakers whose militant union defied racial stereotypes and struck fear into the White Australian establishment.Treaty Walk - A Journey for Common GroundThe film follows a group of Indigenous elders, Healthcare Workers, and others as they embark on a two week long walking journey from Edmonton, Alberta/Treaty 6 Territory to Calgary, Alberta/Treaty 7 Territory to explore together what it means to be treaty people, working and living on common ground.Mixi""CHAKKI""� ('MIXI' in English/ 'MIXEUR' in french) is an UNRELEASED film entirely made using ""SEEDS"". Real PULSES & GRAMS & SPROUTS were used in motion to create scenarios as a metaphorical representation of GROWTH & FUTURE of a nation and shows the ""DARK REALITY"" behind your favourite DISH.A Highrise Laundry Room Within the laundry room's common space, six housekeeper gradually share their own highly personal stories.People Show1 38: Last dayA short dreamlike drama about power, loss and loyalty. People Show 138: Last Day, follows HR manager Sidney, who after thirty years of working at an industrial sock factory faces a challenging dilemma that could affect the livelihood of his employees.","['Film', 'Online']","clockFriday, 19 November 2021 ", 19:00 EST7 hours ago,NO,No,Yes,YES,No location,https://watch.eventive.org/cliff2021/play/618559ec5d1f9400774a73aa/6122c2f69a1bc300c6509ef2,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/250933788_10165679814970627_418768916912321900_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=LhscdBA-mU0AX-jZQ9f&_nc_ht=scontent.fdel11-1.fna&oh=265ce8eb4bacb2d71206cbce72827fe7&oe=619E4B4F,https://www.facebook.com/events/597138951496230/
0,Cleopatrick - Ottawa,"Cleopatrick release their debut album Bummer with homies Zig Mentality and Ready The PrinceAll Ages admitted, 19+ w/ photo ID to drink - 7pm doorsOVER 50% SOLD OUT!!!tickets on sale NOW here: https://bit.ly/3fT0plYpresented by Rebel 101.7 and spectrasonicsupported by Ontario Creates-----@spectrasonic on Instagram/Twitter/Facebook","['Music', 'Online', 'Live video']", 19:00 – 5 Dec , 09:00 EST,NO,No,Yes,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/p526x296/199091597_109423044712194_3004067685968183698_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=b386c4&_nc_ohc=lHXIL4UCD04AX9O5z8S&_nc_ht=scontent.fdel11-2.fna&oh=2548d88742898969dd9ef7b89919fd76&oe=61BC7415,https://www.facebook.com/events/181225587272036/
0,Hamilton in Ottawa - Official,"This is the official event page for the Ottawa engagement of HAMILTON at the National Arts Centre. Patrons interested in the Ottawa engagement of HAMILTON should be wary of fraudulent sources of information online and elsewhere. For more information, please visit https://ottawa.broadway.com/help/#hamilton",['Theatre'],"Saturday, 22 January 2022 ", 14:00,17:00 EST,NO,NO,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/p526x296/60324355_3189105254448471_5972128892394143744_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=QjW7j0S76G8AX-0HOlj&_nc_ht=scontent.fdel11-1.fna&oh=19d20dfc60e3ec920a0f050ac028beff&oe=61BE0BB4,https://www.facebook.com/events/453661722067511/
0,Virtual Ottawa Centre Group,"VIRTUAL MEETING - ONLINE ONLY at our regular date/time of 7 PM on the 2nd Tuesday of the month.Meeting For: Everyone welcome: parents and supportersEmail lllc.ottawacentre@gmail.com for meeting joining details.You are always welcome to attend LLLC meetings before and after you have welcomed your baby. Bring your breastfeeding/chestfeeding questions and concerns, talk about your joys and challenges or come and just listen. Babies and young children are always welcome, All La Leche League Canada Leaders are volunteers. They are experienced breastfeeding/chestfeeding parents who have been accredited to provide up-to-date breastfeeding/chestfeeding information, encouragement and support.","['Health', 'Child-friendly', 'Online']",clock14 Dec , 19:00 – 20:30 · EDT,NO,No,Yes,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/240943724_2755472501411772_3242897654154150897_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=dr0kwQucvXUAX87PS_0&_nc_oc=AQkVCDvaNGLsuyI3QIa1rW6aluHr-zgcsqgpCD4AJYWdOgU1qKF22SdR6w35F4wEDAAw8uxzeTSwAC_Duu6Jdmup&_nc_ht=scontent.fdel11-1.fna&oh=e96542ff2e441c2d89ac294459fd5d45&oe=619E7A3D,https://www.facebook.com/events/377865703814834/
0,Virtual Ottawa Saturday Couples Group meeting,"While we are physically distancing to protect ourselves from COVID-19, Group meetings will be held online. Email susan.wheat@lllc.ca for the virtual meeting link.Have breastfeeding questions but can't attend a meeting? Help is also available by phoning the Ottawa Chapter helpline at 613-238-5919 (leave a message and a Leader will call you back).","['Health', 'Online']","Saturday, 20 November 2021 ", 10:00,11:30 ESTStarts in about 8 hours,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/245934596_2789016418057380_178905139058585366_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=RdpVYzFp3Y0AX-y4exy&_nc_ht=scontent.fdel11-1.fna&oh=856c40175a3382d867f05e5ccad70a7a&oe=619E3860,https://www.facebook.com/events/2980255805520069/
0,Hamilton in Ottawa - Official,"This is the official event page for the Ottawa engagement of HAMILTON at the National Arts Centre. Patrons interested in the Ottawa engagement of HAMILTON should be wary of fraudulent sources of information online and elsewhere. For more information, please visit https://ottawa.broadway.com/help/#hamilton",['Theatre'],"Tuesday, 4 January 2022 ", 20:00,23:00 EST,NO,NO,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/p526x296/60347198_3189054191120244_5679192816928948224_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=b386c4&_nc_ohc=G8Q_DIvsVOUAX8GnXw2&_nc_ht=scontent.fdel11-1.fna&oh=8ed0466cfe5a21b14b08ccd19369ae70&oe=61BF0146,https://www.facebook.com/events/2192782547468914/
0,Hamilton in Ottawa - Official,"This is the official event page for the Ottawa engagement of HAMILTON at the National Arts Centre. Patrons interested in the Ottawa engagement of HAMILTON should be wary of fraudulent sources of information online and elsewhere. For more information, please visit https://ottawa.broadway.com/help/#hamilton",['Theatre'],"Thursday, 6 January 2022 ", 20:00,23:00 EST,NO,NO,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/p526x296/60226918_3189058967786433_6279780771355951104_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=b386c4&_nc_ohc=_1gF57cCUukAX84Oo8V&_nc_ht=scontent.fdel11-2.fna&oh=f0db7743f33d394c7e4293d0c8c8d165&oe=61BF77B9,https://www.facebook.com/events/2855376918021050/
0,Lordia Restaurant - Ottawa's Event,No Description given ,[],"urday, 9 October 2021 ", 22:00 EDTabout 1 month ago,NO,No,Yes,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/243833117_109159724867962_3763058251718064113_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=IGUgjq7fsJMAX-_AjB_&_nc_ht=scontent.fdel11-1.fna&oh=05a8e2efecad13701d37f3c95b20c714&oe=619CE179,https://www.facebook.com/events/445969463519066/
