Index,title,Description,tag_list,Start Date,start Time,End Time,End Date,Durations,Online Event?,locations,website,ticket,img_src,Link to page
0,Free Days at The New York Hall of Science,Looking for a great FREE / Affordable Date Spot? Check out The New York Hall of Science on Fridays and Sundays!,"['Art', 'Online']",05-Mar-22,14:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t39.30808-6/p526x296/255597633_130136136065908_4383224386232556728_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=6Ak5fCmDaBoAX_hXOEd&_nc_ht=scontent.faip1-1.fna&oh=f50a4b6b93253e7927986cb1751538b3&oe=619EE59A,https://www.facebook.com/events/956711775201196/
0,Home Buying Seminar | New York Home Buying Process,"Learn to Navigate the Home Buying Process in the Today's MarketBuying your first home can be an overwhelming and exhausting process. Where do you start? Who do you consult? At what stage do you seeking out financing?Join us for an informative session, where we'll answer all of these questions and more. Topics covered include:-Current housing market and economic conditions-How to buy a home right now (even If your credit is “not so perfect”)-Home buying process in New York-Current mortgage rates and types of funding available-Key considerations before you buy: different price points; mortgage rates; housing prices-How to make sure you’re ready for a mortgage & how much home you can afford-Inform you about the most affordable mortgage products, including down-payment and closing cost assistance programs for which you may qualify-Facilitate one-on-one counseling with out team of local area experts and/or trusted mortgage specialists that will work with your unique situation-Good Credit, Bad Credit, or No Credit - everyone is welcome!Our digital format enables you to participate and learn about the home buying process in today's market from the comfort and safety of your home. You'll be equipped to navigate the real estate markets in Queens, Nassau, Suffolk Counties and beyond.The Seminar will be hosted by John Tayeb (a Licensed Associate Real Estate Broker with Tayeb Group) and Peter Karlin (CrossCountry Mortgage). Together, we've helped hundreds of New Yorkers find their dream home. Let us guide you to yours!We will start promptly at 1 pm EST. We look forward to seeing you!Host:John Tayeb is a Licensed Associate Real Estate Broker with Tayeb Group - a boutique real estate firm serving Queens, Nassau, and Suffolk counties since 2004.(Office) 718-606-9050 | (Mobile) 917-379-6364john@thetayebgroup.comwww.thetayebgroup.com42-40 Bell Blvd, Suite 208, Bayside NY 11361Co-host:Peter Karlin, a Loan Officer with CrossCountry Mortgage.NMLS1017634(Office) 929-202-4287 | (Mobile) 917-684-6123peter.karlin@myccmortgage.comhttps://crosscountrymortgage.com/Brooklyn-NY-5601/Peter-Karlin/697 Lorimer Street, Ground Floor, Brooklyn, NY 11211",['Online'],18-Dec-21,13:00,14:30,NO,NO,YES,No location given,No website link,via Eventbrite,https://scontent.faip1-1.fna.fbcdn.net/v/t1.6435-9/s526x296/135761293_2787058091543972_7979359669915845102_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=SFqVPLgbcIYAX-z981T&_nc_ht=scontent.faip1-1.fna&oh=25503a3341596a9789e72fd3d65a660a&oe=61BEAFA4,https://www.facebook.com/events/400338744529927/
0,"An Evening with Bruce Dickinson | New York, NY","Bruce Dickinson is considered one of the world’s most storied musicians. Aside from decades spent delivering high-octane performances with his larger-than-life persona in IRON MAIDEN, Bruce has lived an extraordinary off-stage existence too.A true polymath, his accomplishments include: pilot and airline captain, aviation entrepreneur, beer brewer, motivational speaker, podcaster, film scriptwriter, twice-published novelist and New York Times Top 10 best-selling author, radio presenter, TV actor, sports commentator and international fencer… to name but a few.So, there’s plenty to be entertained by, throughout the evening’s cornucopia of fascinating tales and derring-do exploits, all delivered by Bruce with characteristically infectious enthusiasm and wry wit.Split into two parts, the first section of the show sees Bruce taking a humorous and often satirical look at the world from his own very personal perspective, treating the audience to private insights into his drive and ambition, peppered with plenty of Maiden anecdotes, and a myriad of other experiences encompassing not just the giddy heights but also the extreme lows, told first-hand in his inimitable anarchic style, punctuated with photographs and sometimes even erupting into song a-capella, to illustrate a point.The final section of the evening is devoted entirely to a Q&A session, with the opportunity to pose questions on any subject whatsoever. As Bruce’s answers will all be completely improvised – the more left-field and quirky the question, the more interesting and compelling the response is likely to be!Don’t miss out on this unique opportunity to spend an up-close and personal evening with one of the world’s most captivating icons in an intimate environment, as Bruce Dickinson brings his Evening With show to the U.S. for the very first time, where you are guaranteed a highly entertaining and enjoyable night out and may even go home inspired to try something new.Tickets are $34.50, $49.50 & $59.50 | $5.50 increase day of showOn Sale Now!Tickets are available online at eTix:https://bit.ly/3nq5qFnAll ages | Reserved SeatingDoors at 6:30 PM | Show at 7:30 PM","['Music', 'Online', 'Concert']",04-Feb-22,19:03,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t39.30808-6/p526x296/252916856_225849486306922_2958575268044412694_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=b386c4&_nc_ohc=eYvBa9Q5PjsAX_37upd&_nc_ht=scontent.faip1-1.fna&oh=d2667dfe150d8cef7e2ae58c5f633332&oe=619FA466,https://www.facebook.com/events/680399039611100/
0,November NewUkeNewYork Third Tuesday UK/EU Playalong (Ukulele) 6pm London Time,"FREE! We are playing together monthly. Join us at 6pm London Time. Check your time if you live somewhere affected by Daylight Saving/ Summer Time transitions in October/November!I also have a ""Second Tuesday"" Playalong Jam at 6pm EST.ZOOM INFOhttps://us02web.zoom.us/j/87235569256 Meeting ID: 872 3556 9256pss/wrd: ukuleleNumerical pss/wrd: 4625480Find your local number: https://us02web.zoom.us/u/keyiEZekA3 Find the songbooks here: https://www.patreon.com/posts/58608835More info: https://www.newukenewyork.com/2021/10/november-2021-ukulele-playalongs-and.htmlPatreon Patron Perks:Not able to join us but want to learn the songs? My Patrons at the $10+ level have access to recordings of past jams. $5+ per month Patrons will have early access to the songbook, plus a bonus song See more: https://www.patreon.com/newukenewyork",['Online'],16-Nov-21,13:00,14:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t39.30808-6/p526x296/249212457_10226603391338018_182607246766966079_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=b386c4&_nc_ohc=4YRcRi_yjDwAX8RRw2g&_nc_ht=scontent.faip1-1.fna&oh=9ee091a60b50be72065c302627b6a78e&oe=619F3EF9,https://www.facebook.com/events/1250265972118133/
0,"Ana Gabriel  - New York,NY 2021","Ana Gabriel - NEW DATEPlease be advised that the Ana Gabriel performance scheduled to take place at Radio City Music Hall on Sunday, April 19, 2020 that was postponed to Sunday, August 30, 2020 has now been rescheduled to Sunday, March 28, 2021","['Music', 'Online']",20-Aug-21,20:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t1.6435-9/s526x296/181347390_1027300311132957_9000910425069336890_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=b386c4&_nc_ohc=Vj7AWOZ1JBgAX9yEVew&_nc_ht=scontent.faip1-1.fna&oh=bdd90ef9bc1ecd9933a23cbd9487e079&oe=61BE6434,https://www.facebook.com/events/181650207159492/
0,Escape from New York,Before we head off to the east coast this month we are heading back in time to the 1980s to discuss a movie set in the 1990s! Buckle up for this action packed adventure!,"['Online', 'Live video']",10-Sep-21,20:03,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/241063456_823324251688257_4304962008334026275_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=vOceLScaz0gAX91_fht&_nc_oc=AQndc44iwGFxxX1BdSkd3gjP_Pg2Hq1PRlnVOJ9MjYJl0p5MIuzdr-kPhANtQTD-Z5AzTvZ-bK4jfUT5RnGqK1Rw&_nc_ht=scontent.fdel11-1.fna&oh=79ab3b15ae00252d8fe0d01c47a8bb80&oe=619EFF24,https://www.facebook.com/events/369386644648920/
0,Western New York Snowmobile's Event,"Our club is holding our annual youth snowmobile safety course on October 23, 2021. Please contact  Erin ASAP","['Online', 'Live video']",23-Oct-21,09:00,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/245061977_4319912374792902_1503923606641588640_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=b386c4&_nc_ohc=GG9KefH0v4kAX-CfYfu&_nc_ht=scontent.fdel11-2.fna&oh=24a71e9225b128871debfa73c5bae116&oe=61A00DD8,https://www.facebook.com/events/235389575298921/
0,Exploring New York City’s Stair Streets with Michael Cairl | Virtual Program,"For the past three years, our friend Michael Cairl has been recovering from a stroke that impaired his mobility and forced him to get around the city differently. As part of his recovery, Michael has been exploring the city in new ways and documenting it on his blog, On Foot, On Wheels. On foot, he has been climbing the city’s many stair streets, tackling more than 20 of them on his urban walks with friends and family. There are over 100 mapped public streets in the city that are actual staircases, most of them in the hilly sections of Upper Manhattan and the Bronx, (including the one made famous by the 2019 film Joker), but Michael’s also climbed them in Brooklyn and Queens. On this virtual program, Michael will share some of his favorite spots he has discovered, and his passion for making the city more accessible to all. While you can’t navigate these streets on wheels, Michael’s adaptive tricycle built by Adapt Ability allowed him to continue his love of cycling, and all proceeds from this program will support Adapt Ability Bikes.REGISTRATION REQUIRED. This program will be hosted online with the opportunity for participants to ask questions of the host and guest. Space is limited. Please be sure to register and you'll receive instructions for how to log in online.PRICE: Non-members $5 / Members FREETURNSTILE VIRTUAL: Join us for discussions, interviews, demos, and virtual tours on a range of topics including New York City history, manufacturing, ecology, and the working waterfront, and live demonstrations with artists, makers, museum professionals, historians, chefs, and more. Become a Turnstile Member and gain access to our live programs, members-only content and events, and our archive of 200+ past episodes.","['Causes', 'Online']",29-Nov-21,18:00,19:00,NO,NO,YES,No location,https://turnstiletours.com/exploring-new-york-citys-stair-streets-with-michael-cairl/,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/250909854_4551584754900928_1644184773721599387_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=Y8aLbaHwdfoAX_RgVtO&_nc_ht=scontent.fdel11-1.fna&oh=a71dcbc4aec60e1dee0c3f11a00b2bd9&oe=619EA456,https://www.facebook.com/events/1005710773325642/
0,Guus Meeuwis live in New York 2021,"​Live in New York City. Guus gaat zijn jubileum onder andere met een spectaculair concert in New York vieren. Op 22 oktober 2021 staat hij op het podium van!If You Join Livestream Event, Please Stay with us!","['Music', 'Online']",23-Oct-21,06:00,09:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/p526x296/190934776_108714511432876_6678535610525267527_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=b386c4&_nc_ohc=-oMwFh6lUGMAX87rncB&_nc_ht=scontent.fdel11-2.fna&oh=17b102ede0f201ea5b655d8e23f1d33e&oe=61C19E1B,https://www.facebook.com/events/317703253307272/
0,Dallas AND New York City Representing,"Bringing you Dallas AND NYC fun this week!!  Mama needs some fun and amazing entertainment so join me!!!We will have Trey Birkhead from Dallas AND Kelsey Martin, Patrick Pevehouse and Ricky Pope coming to us from NYC!!  GREATNESS DELUXE!!!!  AND hoping for one more if she finds out she can!!!Watch ONLINE at www.Facebook.com/MamasPartyGP  Monday night!!","['Music', 'Online']",11-Oct-21,19:03,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/244423566_4545735588798359_5746036926613859885_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=b386c4&_nc_ohc=H7JSi5mPhSgAX_nBu1M&_nc_ht=scontent.fdel11-1.fna&oh=c32452c73837b5776402695d4b84760f&oe=619F79D0,https://www.facebook.com/events/837343270294127/
0,"New York Times Bestseller, John Ferling","John Ferling will discuss his new book, Winning Independence: The Decisive Years of the Revolutionary War, 1778-1781.REGISTER AT:GCPL Adult Services and the link will be sent to you.Signed copies available from Eagle Eye Book Shop and shipping is free.   https://eagleeyebooks.com/","['Literature', 'Online']",20-Sep-21,19:00,20:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/240719619_2048080158701003_8991889738249941436_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=p9yoSenklsEAX9uL0Zd&_nc_ht=scontent.fdel11-2.fna&oh=afc0e3a3b82ccb79e21ba39fcc8caaa3&oe=619FC0ED,https://www.facebook.com/events/986546245394717/
0,Mr Gay World New York USA Interview,Let’s Chat with Donald Graham Mr Gay World New York USA as he prepares for competition in Fort Lauderdale this week.,"['Online', 'Live video']",08-Nov-21,19:00,19:45,NO,NO,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/255017026_10165087708466337_4896309058029666724_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=b386c4&_nc_ohc=k99bgiTFxXMAX8w5PQ0&_nc_ht=scontent.fdel11-2.fna&oh=f10583b92dde6f6d13cabbc7502aec14&oe=619FD612,https://www.facebook.com/events/868159300549740/
0,New York University Law School Information Session,"This virtual event is only open to Rice community members, including current students and alumni. Michael Ramos, Assistant Director of JD Admissions at New York University Law School, will discuss educational opportunities, admission, and financial aid as well as answer student questions.Please register to attend this virtual event no later than Thursday, November 4: https://nyu.qualtrics.com/jfe/form/SV_bww6ukuQ8HRQYR0.Please contact prelaw@rirce.edu, with any questions.","['Networking', 'Online']",09-Nov-21,13:00,14:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/245695924_4720174701360574_2665191131152446536_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=euAifKY1KNQAX8qvr42&_nc_ht=scontent.fdel11-2.fna&oh=41169b5295bb714a2c708ac7b1586632&oe=619FA10A,https://www.facebook.com/events/1056559618424623/
0,New York Life Retirement Playbook Webinar,No Description given ,[],26-Aug-21,19:00,20:00,NO,NO,YES,No location,https://nylife.zoom.us/webinar/register/WN_ziU-HMbrSgCsbKJLcK_WlA,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t39.30808-6/p526x296/239437846_351754593111084_8012895672787983295_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=b386c4&_nc_ohc=W3jrtzQ0YjQAX_6Grru&_nc_ht=scontent.faip1-1.fna&oh=50be6507b75b0d35b31980cc16dbab88&oe=619FAD01,https://www.facebook.com/events/3001042863509490/
0,New York 4th Show added," 3 SOLD-OUT SHOWS! I just added my 4th show!  I'm bringing my favorite Juicy Scoop guest, Chris Franjola.  Hope to see you there!buy at HeatherMcDonald.net","['Comedy', 'Online']",05-Nov-21,21:00,NO,No,No,YES,No location,https://citywinery.com/newyork/Online/mapSelect.asp?doWork%3A%3AWSmap%3A%3AloadMap=Load&createBO%3A%3AWSmap=1&BOparam%3A%3AWSmap%3A%3AloadMap%3A%3Aperformance_ids=00303B95-E069-45C5-95FA-26DF09201327,No ticket info,https://scontent.faip1-1.fna.fbcdn.net/v/t39.30808-6/p235x350/244714413_414459163382183_2010791038395672342_n.png?_nc_cat=104&ccb=1-5&_nc_sid=b386c4&_nc_ohc=cBWuy4CYWaYAX_ojOPM&_nc_ht=scontent.faip1-1.fna&oh=c6b04ea72080b22ca30c731ab27c3a04&oe=619FC59C,https://www.facebook.com/events/397576811992101/
0,New York City Veterans Day Parade,The Veterans Day Parade is an annual parade produced by the United War Veterans Council in New York City.  It is the largest Veterans Day event in the United States of America.,"['Networking', 'Online', 'Live video']",11-Nov-21,11:01,14:00,NO,NO,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s552x414/239345578_4888231067860273_1425757745100435578_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=b386c4&_nc_ohc=CFZFqYZ3kCoAX_9KDA2&_nc_ht=scontent.fdel11-2.fna&oh=e53d1a640c83346ccfff3f6e808fc708&oe=61A033DC,https://www.facebook.com/events/229322055765271/
0,Studying in New York,"Info Session by Shawn Slon, St. John’s University.Do you plan to study in the United States and are particularly interested in the Big Apple? With hundreds of private and public universities and colleges in New York (State and City), it is not easy to find the right fit. We will introduce why the East Coast region is an attractive destination for international students at the undergraduate and graduate levels. Frequent questions about researching study options, financing your studies, high living costs, and the student lifestyle in a metropolitan area will be answered. Location: Online via Zoom @ www.dai-tuebingen.de/study-nyc","['Causes', 'Online']",07-Oct-21,17:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p403x403/241128607_10158486868573562_5856641911188409175_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=fQAJiR6IX8MAX_rjPZw&_nc_ht=scontent.fdel11-1.fna&oh=dffaa0f7503e0b3ae09576a0438abc08&oe=619E855C,https://www.facebook.com/events/552869062704381/
0,'Lincoln in New York: The Rise of a President' Webinar,"Can't make it live? Register and get access to the full replay for one week!New York Adventure Club | www.AdventureClub.com""When Lincoln rose to speak, I was greatly disappointed. He was tall, tall, -- oh, how tall! and so angular and awkward that I had, for an instant, a feeling of pity for so ungainly a man."" However, once Lincoln warmed up, his face lighted up as with an inward fire; the whole man was transfigured. I forgot his clothes, his personal appearance, and his individual peculiarities. Presently, forgetting myself, I was on my feet like the rest, yelling like a wild Indian, cheering this wonderful man."" -Spectator, Lincoln's Cooper Union Address, February 27, 1860While Abraham Lincoln ascended the political ladder through his home state of Illinois, it was his visits to New York that transformed him from an unknown politician to presidential candidate virtually overnight. But what happened in the Big Apple that would help set the stage for him to become one of, if not the finest, President of the United States? This is the dramatic story of Lincoln in New York and chronicle of one of the greatest political debates in American history.Join New York Adventure Club as we retrace the journey of Abraham Lincoln on his visits to New York through the mid-19th century, ranging from his days as a congressman to heartfelt funeral procession.Led by licensed NYC tour guide and historian John Semlak, our journey through Lincoln's New York visits will include:-An overview of New York before and during the Civil War-A deep dive into Lincoln's NYC itinerary during every visit, from staying at the luxurious Astor House hotel, to hearing famous orator Henry Ward Beecher preach, to his various speaking engagements around the city-New York sites where Abraham and Mary Todd Lincoln visited in their free time, including Mathew Brady's photo studio, Knox's hat shop, and department stores like A.T. Stewart and Lord & Taylor-The profound mourning experienced by New York after news of his assassination , and what the city did to ensure a fitting funeral procession-The location of plaques, statues, and memorials dedicated to Lincoln around ManhattanAfterward, we’ll have a Q&A with John — any and all questions about Lincoln's time spent in New York are welcomed and encouraged!Can't make it live? Don't worry, you'll have access to the full replay for one week !See you there, virtually!*Immediately upon registering, you will receive a separate, automated email containing the link to join this webinar**For the best possible viewing experience, please ensure you're using the latest version of your internet browser — Google Chrome is the most compatible. Exact technical requirements and a webinar user guide will be shared in the automated confirmation email upon registration.***A full replay of the experience will be available to all registered guests for up to a weekDisclaimerBy attending a New York Adventure Club experience, you accept our terms of service .Categories: Virtual, Moments in History","['Causes', 'Online']",19-Nov-21,19:00,21:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/245409132_2988416361408143_6240943573291301031_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=b386c4&_nc_ohc=1ddHPIoJ_McAX9VF5hj&_nc_ht=scontent.fdel11-2.fna&oh=50894ad7cd354303f9e1ecea07600484&oe=619FB3D7,https://www.facebook.com/events/4458044297620488/
0,"RESCHEDULED - Luke Combs: New York, NY",Luke Combs' What You See Is What You Get Tour - In the Round with Ashley McBryde and Ray Fulcher.,"['Music', 'Online']",01-Dec-21,06:00,09:30,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/s526x296/191199886_106254145008474_7802258453952332723_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=b386c4&_nc_ohc=9KaUqGovOioAX9hkRxL&_nc_ht=scontent.fdel11-2.fna&oh=da9530596736c82d590a3625aae6305b&oe=61BE6DF4,https://www.facebook.com/events/1990647011088818/
0,#WEDO2021 Celebration - November 19th! Virtual & Live Delegates Dining Room United Nations New York,"SOOOO excited! We are ON to celebrate Women's Entrepreneurship Day at the United Nations!  Love you JOIN US! Link Below! WE have Cathie Wood - the largest investor of SPACEx, Tesla and BITCOIN - this year will be the COOLEST! #WED2021 Highlights Include:• During the #WEDO2021 Summit we will announce funding 1000 impoverished women with microloans to start their own entrepreneurial endeavor – Providing a HAND UP not a hand out - in partnership with Opportunity International. • Joining us for our #WEDO2021 Summit at the United Nations will feature some of the most accomplished people of our time, and this year confirmed includes: H.E. Pennelope Beckles ( Executive Board  Chair UN Women & United Nations Ambassador Trinidad and Tobago), Cathie Wood(CEO/Founder ARK INVEST), Jeni Britton Bauer (Founder Jeni’s Splendid Ice Creams (President Biden’s Favorite!),  Nadja Swarovski (Member of the Executive Board Swarovski,,  Chair Swarovski Water school & Chair & Founder Atelier Swarovski), Mona Scott- Young (CEO/Founder Monami Entertainment & Executive Producer Love and Hip Hop),  H.E. Satya Tripathi (Founder GASP, Former Asst Secretary General UNEP/United Nations Environment Program), Wonder Woman of Finance Lauren Young (Wealth Editor Reuters),  Loreen Arbus (Founder Arbus Productions, Arbus Goldensohn Foundation), and  and many more to be announced!• We also sponsor disadvantaged student girls to attend #WED2021 at the United Nations!  We support Restart Academy who provides educational services for 13–21 year old students in transitional settings, including juvenile justice, substance use treatment, mental/behavioral health treatment, hospitals, social services agencies, and other temporary or involuntary settings (Foster Homes and Homeless Shelters). We make their DREAMS come true giving these enthused young girls the exposure and opportunity to be inspired and network with successful women (men!) leaders and game changers – LIKE YOU!  CLICK HERE  to RSVP https://wedo2021womensentrepreneurship.splashthat.com/","['Causes', 'Online']",19-Nov-21,10:00,21:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/242664884_1709350339264040_7565199193402086135_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=QCgq2fPwfRsAX-H1ghH&_nc_ht=scontent.fdel11-1.fna&oh=80ca5158368860da22f4c02ccdd5348d&oe=619F9725,https://www.facebook.com/events/387660539683221/
0,New York City/Long Island Alumni Virtual Trivia Night,All SUNY Potsdam alumni and friends are invited to a virtual New York City/Long Island regional alumni event. This event is hosted by Susan Perkins '93 and Rich Campbell '80. Look forward to some Potsdam & NYC-themed trivia and a chance to win great prizes!Register here: https://www.potsdam.edu/node/117881,"['Games', 'Online']",04-Nov-21,18:03,20:00,NO,NO,YES,No location,https://www.potsdam.edu/node/117881,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/247793235_1933101426871039_8429558557432448747_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=VfRu7-Pgk4AAX8KI8ri&_nc_ht=scontent.fdel11-1.fna&oh=b12c7ee9d0cc3a654eb4b7828af2e726&oe=619E72FF,https://www.facebook.com/events/1321045814995396/
0,America Needs a New Foodshed; New York is the Answer!,"Cazenovia Forum brings Phoebe Schreiner to the virtual stage with her discussion titled ""America Needs a New Foodshed; New York is the Answer""As Executive Director of the Center for Agricultural Development and Entrepreneurship (CADE,) Schreiner sees the double whammy of growing populations and climate change as presenting a challenge and an opportunity for growers in the Northeast. She believes that by strengthening food and farm businesses across the state and improving the food supply chain, we can feed the region.Schreiner has worked with some of the world’s most high profile social and economic development organizations, including the United Nations, the U.S. State Department (via USAID), the National Democratic Institute for International Affairs, and the Open Society Foundations. CADE’s mission is to increase the number and diversity of successful farm enterprises and related businesses in upstate New York.","['Causes', 'Online']",12-Nov-21,19:00,NO,No,No,YES,No location,https://us02web.zoom.us/webinar/register/WN_GZuSDWhcRoi2vmlpEyAV3Q,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p280x280/246045416_1981207688702117_7062270084321663598_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=b386c4&_nc_ohc=Zh4ml66Xm9EAX_InjUN&_nc_ht=scontent.fdel11-2.fna&oh=66e82d62e97b3be2334cf818a9aafa91&oe=619FBB38,https://www.facebook.com/events/607742026911617/
0,LIVE: The Contemporary Art Evening Auction in New York,"Led by Jean Michel Basquiat’s gripping Made in Japan II from 1982 and Roy Lichtenstein’s iconic 1983 Two Paintings…Craig, Sotheby’s Contemporary Evening Auction in November is comprised of works by many of the most celebrated Post-War and Contemporary artists. The sale is anchored by a spectacular group of works from the Collection of Douglas S. Cramer including the aforementioned Lichtenstein, Cecily Brown’s 1999 Spree and Ellsworth Kelly’s Blue Panel with Green Curve from 1989 among others that showcase Cramer’s prescient recognition of the zeitgeist and keen interest in the art of his time.Find out more information: https://bit.ly/3wD1G7rClick 'Going' to tune in LIVE!","['Online', 'Live video']",18-Nov-21,19:00,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s600x600/252813280_4487297341356408_8384675825251421501_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=eM8WZoMyKQAAX-f0WHB&_nc_ht=scontent.fdel11-2.fna&oh=46f706eed41815265dfb8d4f87ae77a9&oe=619F164F,https://www.facebook.com/events/304498481511705/
0,"New Amsterdam, New Netherland and Dutch New York: New Questions and New Answers in the 21st Century","We are pleased to announce the first lecture in our Fall Lecture Series, ""New Amsterdam, New Netherland and Dutch New York: New Questions and New Answers in the 21st Century,"" presented by Dr. Rob Snyder, Manhattan Borough Historian.This lecture will be held virtually via Zoom on Wednesday, September 22nd, at 5 PM ET. The lecture is free and open to the public! If you can afford to give, we welcome all donations. Please register for this event on our website, under Society Activities>Upcoming Events, or by using the link the Location section of this event. Zoom information will be sent to all participants in advance of the lecture.","['Causes', 'Online']",22-Sep-21,17:00,20:00,NO,NO,YES,No location,https://hollandsociety.app.neoncrm.com/np/clients/hollandsociety/eventRegistration.jsp?event=3&,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/241638852_1491319067892769_260385389247146647_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=b386c4&_nc_ohc=2xkUVgbmBhIAX9F_gRz&_nc_oc=AQlBhyqLZ3T7dw4fBgtwtXuTb5yNcrUmoQZE-F6S1xGeHsSWQ6M8LGbvZwBShiPKFFUSWMMHhq8NlFCuxkeJs7GA&_nc_ht=scontent.fdel11-2.fna&oh=d03679121cc194f309906af5d01400c8&oe=619FCCE9,https://www.facebook.com/events/576885946832737/
0,New York Shamanic Circle - NYSC's Event,"Save the Date and Spread the Word. We are excited to celebrate once again in the outdoors and in person. Please bring your drums and musical instruments, blankets, also healthy and hearty potluck, and natural drinks to share with our community. The Gathering will feature:Alessandra Belloni - South Italy Black Madonna.Nina Spiro - Pravada Shamanic Sound HealingOlivia Olkowski - Cleansing meditation/breathworkMama Donna Henes -Healing Waters of the world blessing  Ramy Ayoub - Middle East DJ musicTaita Don Jacho Castelo - Ecuadorian Shaman ritual movementsJames Wood - Celtic ShamanismHerman Olivera III - Opening & Closing Directions CeremonyItzhak Beery - Anaconda DanceChristopher Benson - Sound healing journey for unity.Core members of the NY Shamanic Circle. For info: nyshamaniccircle@gmail.com","['Online', 'Live video']",10-Oct-21,12:00,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/242920389_4597440750306166_3672015535337958823_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=zCRhU6EStcUAX--iO6e&_nc_ht=scontent.fdel11-1.fna&oh=63f2da75aae87924c0c139d2a82c59d7&oe=619FA058,https://www.facebook.com/events/3058330157711792/
